Manuel Neuer,Torwart,28,Bayern München,191
José Manuel Reina,Torwart,31,Bayern München,4
David Alaba,Abwehr,22,Bayern München,87
Holger Badstuber,Abwehr,25,Bayern München,29
Medhi Benatia,Abwehr,27,Bayern München,53
Jerome Boateng,Abwehr,25,Bayern München,118
Dante,Abwehr,30,Bayern München,48
Javi Martinez,Abwehr,25,Bayern München,2
Juan Bernat,Abwehr,21,Bayern München,65
Philipp Lahm,Abwehr,30,Bayern München,87
Rafinha,Abwehr,28,Bayern München,71
Gianluca Gaudino,Mittelfeld,17,Bayern München,14
Mario Götze,Mittelfeld,22,Bayern München,132
Pierre-Emile Höjbjerg,Mittelfeld,18,Bayern München,46
Thomas Müller,Mittelfeld,24,Bayern München,183
Franck Ribery,Mittelfeld,31,Bayern München,101
Arjen Robben,Mittelfeld,30,Bayern München,219
Sebastian Rode,Mittelfeld,23,Bayern München,64
Bastian Schweinsteiger,Mittelfeld,30,Bayern München,77
Xherdan Shaqiri,Mittelfeld,22,Bayern München,20
Rico Strieder,Mittelfeld,22,Bayern München,2
Thiago,Mittelfeld,23,Bayern München,19
Mitchell Weiser,Mittelfeld,20,Bayern München,25
Xabi Alonso,Mittelfeld,32,Bayern München,95
Lukas Görtler,Sturm,20,Bayern München,1
Sinan Kurt,Sturm,18,Bayern München,-1
Robert Lewandowski,Sturm,25,Bayern München,157
Claudio Pizarro,Sturm,35,Bayern München,12
Diego Benaglio,Torwart,30,VfL Wolfsburg,154
Max Grün,Torwart,27,VfL Wolfsburg,12
Sebastian Jung,Abwehr,24,VfL Wolfsburg,27
Timm Klose,Abwehr,26,VfL Wolfsburg,38
Robin Knoche,Abwehr,22,VfL Wolfsburg,80
Naldo,Abwehr,31,VfL Wolfsburg,167
Ricardo Rodriguez,Abwehr,21,VfL Wolfsburg,117
Marcel Schäfer,Abwehr,30,VfL Wolfsburg,30
Christian Träsch,Abwehr,26,VfL Wolfsburg,10
Maximilian Arnold,Mittelfeld,20,VfL Wolfsburg,69
Daniel Caligiuri,Mittelfeld,26,VfL Wolfsburg,120
Kevin De Bruyne,Mittelfeld,23,VfL Wolfsburg,233
Josuha Guilavogui,Mittelfeld,23,VfL Wolfsburg,55
Aaron Hunt,Mittelfeld,27,VfL Wolfsburg,22
Junior Malanda,Mittelfeld,19,VfL Wolfsburg,5
Luiz Gustavo,Mittelfeld,27,VfL Wolfsburg,86
Vieirinha,Mittelfeld,28,VfL Wolfsburg,84
