Florian Mayer,Abwehr,20,Bor. Mönchengladbach
Andreas Poulsen,Abwehr,18,Bor. Mönchengladbach
Oscar Wendt,Abwehr,32,Bor. Mönchengladbach
Laszlo Benes,Mittelfeld,20,Bor. Mönchengladbach
Michael Cuisance,Mittelfeld,18,Bor. Mönchengladbach
Jonas Hofmann,Mittelfeld,26,Bor. Mönchengladbach
Fabian Johnson,Mittelfeld,30,Bor. Mönchengladbach
Christoph Kramer,Mittelfeld,27,Bor. Mönchengladbach
Torben Müsel,Mittelfeld,19,Bor. Mönchengladbach
Florian Neuhaus,Mittelfeld,21,Bor. Mönchengladbach
Lars Stindl,Mittelfeld,29,Bor. Mönchengladbach
Tobias Strobl,Mittelfeld,28,Bor. Mönchengladbach
Denis Zakaria,Mittelfeld,21,Bor. Mönchengladbach
Keanan Bennetts,Sturm,19,Bor. Mönchengladbach
Josip Drmic,Sturm,25,Bor. Mönchengladbach
Thorgan Hazard,Sturm,25,Bor. Mönchengladbach
Patrick Herrmann,Sturm,27,Bor. Mönchengladbach
Alassane Plea,Sturm,25,Bor. Mönchengladbach
Raffael,Sturm,33,Bor. Mönchengladbach
Ibrahima Traoré,Sturm,30,Bor. Mönchengladbach
Julio Villalba,Sturm,19,Bor. Mönchengladbach
Christian Früchtl,Torwart,18,Bayern München
Manuel Neuer,Torwart,32,Bayern München
Sven Ulreich,Torwart,29,Bayern München
David Alaba,Abwehr,26,Bayern München
Jerome Boateng,Abwehr,29,Bayern München
Mats Hummels,Abwehr,29,Bayern München
Juan Bernat,Abwehr,25,Bayern München
Joshua Kimmich,Abwehr,23,Bayern München
Rafinha,Abwehr,32,Bayern München
Niklas Süle,Abwehr,22,Bayern München
Kingsley Coman,Mittelfeld,22,Bayern München
Serge Gnabry,Mittelfeld,23,Bayern München
Leon Goretzka,Mittelfeld,23,Bayern München
James,Mittelfeld,27,Bayern München
Javi Martinez,Mittelfeld,29,Bayern München
Thomas Müller,Mittelfeld,28,Bayern München
Renato Sanches,Mittelfeld,20,Bayern München
Franck Ribery,Mittelfeld,35,Bayern München
