Ignacio Camacho,Mittelfeld,28,VfL Wolfsburg
Yannick Gerhardt,Mittelfeld,24,VfL Wolfsburg
Josuha Guilavogui,Mittelfeld,27,VfL Wolfsburg
Felix Klaus,Mittelfeld,25,VfL Wolfsburg
Yunus Malli,Mittelfeld,26,VfL Wolfsburg
Paul-Georges Ntep,Mittelfeld,26,VfL Wolfsburg
Elvis Rexhbecaj,Mittelfeld,20,VfL Wolfsburg
Paul Seguin,Mittelfeld,23,VfL Wolfsburg
Marvin Stefaniak,Mittelfeld,23,VfL Wolfsburg
Renato Steffen,Mittelfeld,26,VfL Wolfsburg
Daniel Ginczek,Sturm,27,VfL Wolfsburg
Kaylen Hinds,Sturm,20,VfL Wolfsburg
Admir Mehmedi,Sturm,27,VfL Wolfsburg
Victor Osimhen,Sturm,19,VfL Wolfsburg
Wout Weghorst,Sturm,25,VfL Wolfsburg
