Manuel Neuer,Torwart,29,Bayern München,198
Sven Ulreich,Torwart,26,Bayern München,3
David Alaba,Abwehr,23,Bayern München,119
Holger Badstuber,Abwehr,26,Bayern München,20
Medhi Benatia,Abwehr,28,Bayern München,42
Jerome Boateng,Abwehr,26,Bayern München,88
Dante,Abwehr,31,Bayern München,32
Javi Martinez,Abwehr,26,Bayern München,79
Juan Bernat,Abwehr,22,Bayern München,20
Joshua Kimmich,Abwehr,20,Bayern München,62
Philipp Lahm,Abwehr,31,Bayern München,107
Rafinha,Abwehr,29,Bayern München,50
Serdar Tasci,Abwehr,28,Bayern München,0
Kingsley Coman,Mittelfeld,19,Bayern München,111
Douglas Costa,Mittelfeld,24,Bayern München,142
Mario Götze,Mittelfeld,23,Bayern München,65
Thomas Müller,Mittelfeld,25,Bayern München,238
Franck Ribery,Mittelfeld,32,Bayern München,77
Arjen Robben,Mittelfeld,31,Bayern München,84
Sebastian Rode,Mittelfeld,24,Bayern München,31
Thiago,Mittelfeld,24,Bayern München,85
Arturo Vidal,Mittelfeld,28,Bayern München,129
Xabi Alonso,Mittelfeld,33,Bayern München,120
Robert Lewandowski,Sturm,26,Bayern München,259
Milos Pantovic,Sturm,19,Bayern München,1
Roman Bürki,Torwart,24,Borussia Dortmund,146
Roman Weidenfeller,Torwart,34,Borussia Dortmund,6
Sven Bender,Abwehr,26,Borussia Dortmund,53
Erik Durm,Abwehr,23,Borussia Dortmund,30
Matthias Ginter,Abwehr,21,Borussia Dortmund,95
Mats Hummels,Abwehr,26,Borussia Dortmund,145
Joo-Ho Park,Abwehr,28,Borussia Dortmund,1
Lukasz Piszczek,Abwehr,30,Borussia Dortmund,59
Marcel Schmelzer,Abwehr,27,Borussia Dortmund,79
Sokratis,Abwehr,27,Borussia Dortmund,85
Neven Subotic,Abwehr,26,Borussia Dortmund,9
Gonzalo Castro,Mittelfeld,28,Borussia Dortmund,102
Ilkay Gündogan,Mittelfeld,24,Borussia Dortmund,110
Jonas Hofmann,Mittelfeld,23,Borussia Dortmund,27
Shinji Kagawa,Mittelfeld,26,Borussia Dortmund,122
Kevin Kampl,Mittelfeld,24,Borussia Dortmund,107
Moritz Leitner,Mittelfeld,22,Borussia Dortmund,8
Henrikh Mkhitaryan,Mittelfeld,26,Borussia Dortmund,235
Felix Passlack,Mittelfeld,17,Borussia Dortmund,3
Christian Pulisic,Mittelfeld,16,Borussia Dortmund,29
Marco Reus,Mittelfeld,26,Borussia Dortmund,128
Nuri Sahin,Mittelfeld,26,Borussia Dortmund,19
