Manuel Neuer,Torwart,30,Bayern München,144
Tom Starke,Torwart,35,Bayern München,24
Sven Ulreich,Torwart,27,Bayern München,22
David Alaba,Abwehr,24,Bayern München,111
Holger Badstuber,Abwehr,27,Bayern München,7
Jerome Boateng,Abwehr,27,Bayern München,40
Mats Hummels,Abwehr,27,Bayern München,124
Javi Martinez,Abwehr,27,Bayern München,108
Juan Bernat,Abwehr,23,Bayern München,59
Joshua Kimmich,Abwehr,21,Bayern München,71
Philipp Lahm,Abwehr,32,Bayern München,134
Rafinha,Abwehr,30,Bayern München,47
Kingsley Coman,Mittelfeld,20,Bayern München,48
Douglas Costa,Mittelfeld,25,Bayern München,61
Thomas Müller,Mittelfeld,26,Bayern München,94
Renato Sanches,Mittelfeld,18,Bayern München,1
Franck Ribery,Mittelfeld,33,Bayern München,125
Arjen Robben,Mittelfeld,32,Bayern München,209
Thiago,Mittelfeld,25,Bayern München,163
Arturo Vidal,Mittelfeld,29,Bayern München,75
Xabi Alonso,Mittelfeld,34,Bayern München,59
Robert Lewandowski,Sturm,27,Bayern München,264
Fabio Coltorti,Torwart,35,RB Leipzig,2
Peter Gulacsi,Torwart,26,RB Leipzig,164
Bernardo,Abwehr,21,RB Leipzig,50
Marvin Compper,Abwehr,31,RB Leipzig,90
Marcel Halstenberg,Abwehr,24,RB Leipzig,81
Lukas Klostermann,Abwehr,20,RB Leipzig,4
Willi Orban,Abwehr,23,RB Leipzig,127
Kyriakos Papadopoulos,Abwehr,24,RB Leipzig,67
Benno Schmitz,Abwehr,21,RB Leipzig,25
Dayot Upamecano,Abwehr,17,RB Leipzig,16
Massimo Bruno,Mittelfeld,22,RB Leipzig,1
Oliver Burke,Mittelfeld,19,RB Leipzig,28
Diego Demme,Mittelfeld,24,RB Leipzig,127
Emil Forsberg,Mittelfeld,24,RB Leipzig,195
Stefan Ilsanker,Mittelfeld,27,RB Leipzig,85
Dominik Kaiser,Mittelfeld,27,RB Leipzig,40
Naby Keita,Mittelfeld,21,RB Leipzig,184
Rani Khedira,Mittelfeld,22,RB Leipzig,13
Marcel Sabitzer,Mittelfeld,22,RB Leipzig,150
Federico Palacios Martinez,Sturm,21,RB Leipzig,-2
Yussuf Poulsen,Sturm,22,RB Leipzig,111
Davie Selke,Sturm,21,RB Leipzig,22
Timo Werner,Sturm,20,RB Leipzig,218
Roman Bürki,Torwart,25,Borussia Dortmund,156
Roman Weidenfeller,Torwart,35,Borussia Dortmund,14
Marc Bartra,Abwehr,25,Borussia Dortmund,39
Sven Bender,Abwehr,27,Borussia Dortmund,13
Erik Durm,Abwehr,24,Borussia Dortmund,19
Matthias Ginter,Abwehr,22,Borussia Dortmund,49
Raphael Guerreiro,Abwehr,22,Borussia Dortmund,97
Joo-Ho Park,Abwehr,29,Borussia Dortmund,-3
Lukasz Piszczek,Abwehr,31,Borussia Dortmund,98
Marcel Schmelzer,Abwehr,28,Borussia Dortmund,82
Sokratis,Abwehr,28,Borussia Dortmund,108
Dzenis Burnic,Mittelfeld,18,Borussia Dortmund,-4
Gonzalo Castro,Mittelfeld,29,Borussia Dortmund,89
Mario Götze,Mittelfeld,24,Borussia Dortmund,33
Shinji Kagawa,Mittelfeld,27,Borussia Dortmund,60
Mikel Merino,Mittelfeld,20,Borussia Dortmund,2
Emre Mor,Mittelfeld,19,Borussia Dortmund,6
Felix Passlack,Mittelfeld,18,Borussia Dortmund,4
Christian Pulisic,Mittelfeld,17,Borussia Dortmund,68
Marco Reus,Mittelfeld,27,Borussia Dortmund,105
Sebastian Rode,Mittelfeld,25,Borussia Dortmund,-7
Nuri Sahin,Mittelfeld,27,Borussia Dortmund,15
Julian Weigl,Mittelfeld,20,Borussia Dortmund,75
Pierre-Emerick Aubameyang,Sturm,27,Borussia Dortmund,212
Ousmane Dembelé,Sturm,19,Borussia Dortmund,159
Adrian Ramos,Sturm,30,Borussia Dortmund,20
André Schürrle,Sturm,25,Borussia Dortmund,37
Oliver Baumann,Torwart,26,TSG Hoffenheim,182
Ermin Bicakcic,Abwehr,26,TSG Hoffenheim,45
Benjamin Hübner,Abwehr,27,TSG Hoffenheim,116
Pavel Kaderabek,Abwehr,24,TSG Hoffenheim,86
Fabian Schär,Abwehr,24,TSG Hoffenheim,-5
Niklas Süle,Abwehr,20,TSG Hoffenheim,142
Jeremy Toljan,Abwehr,21,TSG Hoffenheim,40
Kevin Vogt,Abwehr,24,TSG Hoffenheim,109
Steven Zuber,Abwehr,24,TSG Hoffenheim,87
Nadiem Amiri,Mittelfeld,19,TSG Hoffenheim,99
Baris Atik,Mittelfeld,21,TSG Hoffenheim,5
Kerem Demirbay,Mittelfeld,23,TSG Hoffenheim,152
Philipp Ochs,Mittelfeld,19,TSG Hoffenheim,-3
Eugen Polanski,Mittelfeld,30,TSG Hoffenheim,21
Sebastian Rudy,Mittelfeld,26,TSG Hoffenheim,163
Lukas Rupp,Mittelfeld,25,TSG Hoffenheim,38
Pirmin Schwegler,Mittelfeld,29,TSG Hoffenheim,15
Marco Terrazzino,Mittelfeld,25,TSG Hoffenheim,22
Andrej Kramaric,Sturm,25,TSG Hoffenheim,175
Adam Szalai,Sturm,28,TSG Hoffenheim,70
Mark Uth,Sturm,24,TSG Hoffenheim,84
Eduardo Vargas,Sturm,26,TSG Hoffenheim,7
Sandro Wagner,Sturm,28,TSG Hoffenheim,133
Timo Horn,Torwart,23,1. FC Köln,126
Thomas Kessler,Torwart,30,1. FC Köln,48
Sven Müller,Torwart,20,1. FC Köln,6
Dominique Heintz,Abwehr,22,1. FC Köln,93
Lukas Klünter,Abwehr,20,1. FC Köln,42
Dominic Maroh,Abwehr,29,1. FC Köln,10
Mergim Mavraj,Abwehr,30,1. FC Köln,56
Filip Mladenovic,Abwehr,24,1. FC Köln,2
Pawel Olkowski,Abwehr,26,1. FC Köln,26
Frederik Sörensen,Abwehr,24,1. FC Köln,70
Neven Subotic,Abwehr,27,1. FC Köln,21
Leonardo Bittencourt,Mittelfeld,22,1. FC Köln,72
Christian Clemens,Mittelfeld,24,1. FC Köln,-4
Marcel Hartel,Mittelfeld,20,1. FC Köln,-2
Jonas Hector,Mittelfeld,26,1. FC Köln,120
Marco Höger,Mittelfeld,26,1. FC Köln,83
Milos Jojic,Mittelfeld,24,1. FC Köln,55
Matthias Lehmann,Mittelfeld,33,1. FC Köln,72
Salih Özcan,Mittelfeld,18,1. FC Köln,8
Konstantin Rausch,Mittelfeld,26,1. FC Köln,34
Marcel Risse,Mittelfeld,26,1. FC Köln,62
Sehrou Guirassy,Sturm,20,1. FC Köln,6
Anthony Modeste,Sturm,28,1. FC Köln,221
Yuya Osako,Sturm,26,1. FC Köln,130
Artjoms Rudnevs,Sturm,28,1. FC Köln,40
Simon Zoller,Sturm,25,1. FC Köln,12
Rune Jarstein,Torwart,31,Hertha BSC,192
Florian Baak,Abwehr,17,Hertha BSC,2
John Anthony Brooks,Abwehr,23,Hertha BSC,77
Sebastian Langkamp,Abwehr,28,Hertha BSC,83
Maximilian Mittelstädt,Abwehr,19,Hertha BSC,-1
Peter Pekarik,Abwehr,29,Hertha BSC,47
Marvin Plattenhardt,Abwehr,24,Hertha BSC,89
Niklas Stark,Abwehr,21,Hertha BSC,84
Jordan Torunarigha,Abwehr,18,Hertha BSC,10
Allan,Mittelfeld,19,Hertha BSC,-1
Vladimir Darida,Mittelfeld,25,Hertha BSC,34
Ondrej Duda,Mittelfeld,21,Hertha BSC,-3
Alexander Esswein,Mittelfeld,26,Hertha BSC,15
Genki Haraguchi,Mittelfeld,25,Hertha BSC,30
Jens Hegeler,Mittelfeld,28,Hertha BSC,10
Julius Kade,Mittelfeld,17,Hertha BSC,1
Fabian Lustenberger,Mittelfeld,28,Hertha BSC,31
Arne Maier,Mittelfeld,17,Hertha BSC,1
Per Ciljan Skjelbred,Mittelfeld,29,Hertha BSC,63
Valentin Stocker,Mittelfeld,27,Hertha BSC,22
Mitchell Weiser,Mittelfeld,22,Hertha BSC,63
Sami Allagui,Sturm,30,Hertha BSC,10
Vedad Ibisevic,Sturm,31,Hertha BSC,101
Salomon Kalou,Sturm,30,Hertha BSC,43
Sinan Kurt,Sturm,20,Hertha BSC,2
Julian Schieber,Sturm,27,Hertha BSC,16
Alexander Schwolow,Torwart,24,SC Freiburg,172
Jonas Föhrenbach,Abwehr,20,SC Freiburg,0
Manuel Gulde,Abwehr,25,SC Freiburg,27
Christian Günter,Abwehr,23,SC Freiburg,35
Aleksandar Ignjovski,Abwehr,25,SC Freiburg,7
Marc Oliver Kempf,Abwehr,21,SC Freiburg,3
Lukas Kübler,Abwehr,23,SC Freiburg,11
Georg Niedermeier,Abwehr,30,SC Freiburg,0
Caglar Söyüncü,Abwehr,20,SC Freiburg,43
Pascal Stenzel,Abwehr,20,SC Freiburg,36
Marc Torrejon,Abwehr,30,SC Freiburg,8
Amir Abrashi,Mittelfeld,26,SC Freiburg,26
Onur Bulut,Mittelfeld,22,SC Freiburg,8
Mike Frantz,Mittelfeld,29,SC Freiburg,79
Vincenzo Grifo,Mittelfeld,23,SC Freiburg,131
Janik Haberer,Mittelfeld,22,SC Freiburg,56
Nicolas Höfler,Mittelfeld,26,SC Freiburg,55
Jonas Meffert,Mittelfeld,21,SC Freiburg,0
Mats Möller Daehli,Mittelfeld,21,SC Freiburg,2
Julian Schuster,Mittelfeld,31,SC Freiburg,16
Karim Guedé,Sturm,31,SC Freiburg,-1
Florian Niederlechner,Sturm,25,SC Freiburg,110
Havard Nielsen,Sturm,23,SC Freiburg,5
Nils Petersen,Sturm,27,SC Freiburg,77
Maximilian Philipp,Sturm,22,SC Freiburg,104
Jaroslav Drobny,Torwart,36,Werder Bremen,16
Felix Wiedwald,Torwart,26,Werder Bremen,129
Robert Bauer,Abwehr,21,Werder Bremen,30
Luca Caldirola,Abwehr,25,Werder Bremen,0
Fallou Diagne,Abwehr,26,Werder Bremen,-16
Santiago Garcia,Abwehr,28,Werder Bremen,6
Theodor Gebre Selassie,Abwehr,29,Werder Bremen,41
Niklas Moisander,Abwehr,30,Werder Bremen,68
Lamine Sané,Abwehr,29,Werder Bremen,26
Janek Sternberg,Abwehr,23,Werder Bremen,-4
Milos Veljkovic,Abwehr,20,Werder Bremen,36
Philipp Bargfrede,Mittelfeld,27,Werder Bremen,24
Thomas Delaney,Mittelfeld,24,Werder Bremen,61
Maximilian Eggestein,Mittelfeld,19,Werder Bremen,27
Clemens Fritz,Mittelfeld,35,Werder Bremen,18
Lukas Fröde,Mittelfeld,21,Werder Bremen,3
Ulisses Garcia,Mittelfeld,20,Werder Bremen,-17
Florian Grillitsch,Mittelfeld,20,Werder Bremen,30
Izet Hajrovic,Mittelfeld,24,Werder Bremen,18
Zlatko Junuzovic,Mittelfeld,28,Werder Bremen,108
Florian Kainz,Mittelfeld,23,Werder Bremen,32
Thanos Petsos,Mittelfeld,25,Werder Bremen,1
Niklas Schmidt,Mittelfeld,18,Werder Bremen,2
Sambou Yatabaré,Mittelfeld,27,Werder Bremen,-10
Fin Bartels,Sturm,29,Werder Bremen,123
Serge Gnabry,Sturm,21,Werder Bremen,108
Aron Johannsson,Sturm,25,Werder Bremen,2
Max Kruse,Sturm,28,Werder Bremen,166
Ousman Manneh,Sturm,19,Werder Bremen,9
Claudio Pizarro,Sturm,37,Werder Bremen,18
Lennart Thy,Sturm,24,Werder Bremen,5
Yann Sommer,Torwart,27,Bor. Mönchengladbach,152
Andreas Christensen,Abwehr,20,Bor. Mönchengladbach,90
Nico Elvedi,Abwehr,19,Bor. Mönchengladbach,34
Tony Jantschke,Abwehr,26,Bor. Mönchengladbach,45
Timothee Kolodziejczak,Abwehr,24,Bor. Mönchengladbach,1
Julian Korb,Abwehr,24,Bor. Mönchengladbach,9
Nico Schulz,Abwehr,23,Bor. Mönchengladbach,27
Jannik Vestergaard,Abwehr,23,Bor. Mönchengladbach,96
Oscar Wendt,Abwehr,30,Bor. Mönchengladbach,68
Laszlo Benes,Mittelfeld,18,Bor. Mönchengladbach,17
Mahmoud Dahoud,Mittelfeld,20,Bor. Mönchengladbach,70
Patrick Herrmann,Mittelfeld,25,Bor. Mönchengladbach,28
Jonas Hofmann,Mittelfeld,24,Bor. Mönchengladbach,12
Fabian Johnson,Mittelfeld,28,Bor. Mönchengladbach,39
Christoph Kramer,Mittelfeld,25,Bor. Mönchengladbach,65
Djibril Sow,Mittelfeld,19,Bor. Mönchengladbach,1
Tobias Strobl,Mittelfeld,26,Bor. Mönchengladbach,10
Ibrahima Traoré,Mittelfeld,28,Bor. Mönchengladbach,47
Josip Drmic,Sturm,23,Bor. Mönchengladbach,8
André Hahn,Sturm,25,Bor. Mönchengladbach,24
Thorgan Hazard,Sturm,23,Bor. Mönchengladbach,61
Raffael,Sturm,31,Bor. Mönchengladbach,77
Ba-Muaka Simakala,Sturm,19,Bor. Mönchengladbach,1
Lars Stindl,Sturm,27,Bor. Mönchengladbach,133
Ralf Fährmann,Torwart,27,FC Schalke 04,172
Dennis Aogo,Abwehr,29,FC Schalke 04,1
Abdul Rahman Baba,Abwehr,22,FC Schalke 04,18
Holger Badstuber,Abwehr,27,FC Schalke 04,7
Coke,Abwehr,29,FC Schalke 04,8
Benedikt Höwedes,Abwehr,28,FC Schalke 04,76
Junior Caicara,Abwehr,27,FC Schalke 04,-4
Thilo Kehrer,Abwehr,19,FC Schalke 04,21
Sead Kolasinac,Abwehr,23,FC Schalke 04,109
Naldo,Abwehr,33,FC Schalke 04,48
Matija Nastasic,Abwehr,23,FC Schalke 04,43
Sascha Riether,Abwehr,33,FC Schalke 04,-8
Donis Avdijaj,Mittelfeld,19,FC Schalke 04,7
Nabil Bentaleb,Mittelfeld,21,FC Schalke 04,82
Daniel Caligiuri,Mittelfeld,28,FC Schalke 04,33
Johannes Geis,Mittelfeld,22,FC Schalke 04,23
Leon Goretzka,Mittelfeld,21,FC Schalke 04,117
Yevhen Konoplyanka,Mittelfeld,26,FC Schalke 04,21
Weston McKennie,Mittelfeld,17,FC Schalke 04,1
Max Meyer,Mittelfeld,20,FC Schalke 04,44
Alessandro Schöpf,Mittelfeld,22,FC Schalke 04,69
Benjamin Stambouli,Mittelfeld,25,FC Schalke 04,-8
Bernard Tekpetey,Mittelfeld,18,FC Schalke 04,2
Guido Burgstaller,Sturm,27,FC Schalke 04,74
Eric Maxim Choupo-Moting,Sturm,27,FC Schalke 04,52
Franco di Santo,Sturm,27,FC Schalke 04,7
Breel Embolo,Sturm,19,FC Schalke 04,20
Klaas Jan Huntelaar,Sturm,32,FC Schalke 04,3
Fabian Reese,Sturm,18,FC Schalke 04,0
