Jaroslav Drobny,Tor,27,Hertha BSC,100
Pascal Bieler,Abwehr,21,Hertha BSC,3
Sofian Chahed,Abwehr,24,Hertha BSC,14
Malik Fathi,Abwehr,23,Hertha BSC,36
Arne Friedrich,Abwehr,28,Hertha BSC,72
Gilberto,Abwehr,31,Hertha BSC,18
Fabian Lustenberger,Abwehr,19,Hertha BSC,3
Lukasz Piszczek,Abwehr,22,Hertha BSC,2
Josip Simunic,Abwehr,29,Hertha BSC,45
Steve Bergen von,Abwehr,24,Hertha BSC,17
Bryan Arguez,Mittelfeld,18,Hertha BSC,1
Pal Dardai,Mittelfeld,31,Hertha BSC,14
Patrick Ebert,Mittelfeld,20,Hertha BSC,16
Tobias Grahn,Mittelfeld,27,Hertha BSC,-23
Gojko Kacar,Mittelfeld,20,Hertha BSC,30
Lucio,Mittelfeld,28,Hertha BSC,-2
Mineiro,Mittelfeld,31,Hertha BSC,36
Christian Müller,Mittelfeld,23,Hertha BSC,-3
Andreas Schmidt,Mittelfeld,33,Hertha BSC,-1
Rudolf Skacel,Mittelfeld,28,Hertha BSC,18
Lima André,Sturm,22,Hertha BSC,-26
Valeri Domovchiyski,Sturm,20,Hertha BSC,7
Chinedu Ede,Sturm,20,Hertha BSC,-1
Srdjan Lakic,Sturm,23,Hertha BSC,1
Solomon Okoronkwo,Sturm,20,Hertha BSC,23
Marko Pantelic,Sturm,28,Hertha BSC,126
Raffael,Sturm,22,Hertha BSC,26
Ibrahima Traoré,Sturm,19,Hertha BSC,1
Rowen Fernandez,Tor,29,Arminia Bielefeld,57
Mathias Hain,Tor,34,Arminia Bielefeld,92
Dirk Heinen,Tor,36,Arminia Bielefeld,7
Markus Bollmann,Abwehr,26,Arminia Bielefeld,8
Nils Fischer,Abwehr,20,Arminia Bielefeld,2
Petr Gabriel,Abwehr,34,Arminia Bielefeld,12
Bernd Korzynietz,Abwehr,27,Arminia Bielefeld,-5
Matthias Langkamp,Abwehr,23,Arminia Bielefeld,14
Andre Mijatovic,Abwehr,27,Arminia Bielefeld,65
Tobias Rau,Abwehr,25,Arminia Bielefeld,-13
Markus Schuler,Abwehr,30,Arminia Bielefeld,-5
Jörg Böhme,Mittelfeld,33,Arminia Bielefeld,-19
Daniel Halfar,Mittelfeld,19,Arminia Bielefeld,-2
Jonas Kamper,Mittelfeld,24,Arminia Bielefeld,14
Rüdiger Kauf,Mittelfeld,32,Arminia Bielefeld,39
Oliver Kirch,Mittelfeld,24,Arminia Bielefeld,30
David Kobylik,Mittelfeld,26,Arminia Bielefeld,2
Radim Kucera,Mittelfeld,33,Arminia Bielefeld,18
