Marcus Hesse,Tor,22,Alemannia Aachen,-2
Kristian Nicht,Tor,24,Alemannia Aachen,43
Stephan Straub,Tor,35,Alemannia Aachen,85
Mirko Casper,Abwehr,24,Alemannia Aachen,-1
Sascha Dum,Abwehr,20,Alemannia Aachen,46
Nico Herzig,Abwehr,22,Alemannia Aachen,32
Alexander Klitzpera,Abwehr,28,Alemannia Aachen,6
Jeffrey Leiwakabessy,Abwehr,25,Alemannia Aachen,-10
Emil Noll,Abwehr,27,Alemannia Aachen,2
Moses Sichone,Abwehr,29,Alemannia Aachen,2
Thomas Stehle,Abwehr,25,Alemannia Aachen,3
Sergio Pinto Silva da,Mittelfeld,25,Alemannia Aachen,-22
Cristian Fiel,Mittelfeld,26,Alemannia Aachen,27
Matthias Heidrich,Mittelfeld,28,Alemannia Aachen,-11
Manuel Junglas,Mittelfeld,17,Alemannia Aachen,1
Erwin Koen,Mittelfeld,27,Alemannia Aachen,1
Emmanuel Krontiris,Mittelfeld,23,Alemannia Aachen,-7
Matthias Lehmann,Mittelfeld,23,Alemannia Aachen,28
Reiner Plaßhenrich,Mittelfeld,29,Alemannia Aachen,47
Laurentiu Reghecampf,Mittelfeld,30,Alemannia Aachen,66
Sascha Rösler,Mittelfeld,28,Alemannia Aachen,58
Jan Schlaudraff,Mittelfeld,23,Alemannia Aachen,102
Marius Ebbers,Sturm,28,Alemannia Aachen,-13
Vedad Ibisevic,Sturm,21,Alemannia Aachen,5
Szilard Nemeth,Sturm,28,Alemannia Aachen,1
Abdul Özgen,Sturm,19,Alemannia Aachen,2
Marco Quotschalla,Sturm,18,Alemannia Aachen,2
Kevin Ellegaard,Tor,23,Hertha BSC,-4
Christian Fiedler,Tor,31,Hertha BSC,127
Jerome Boateng,Abwehr,17,Hertha BSC,-3
Sofian Chahed,Abwehr,23,Hertha BSC,-2
Malik Fathi,Abwehr,22,Hertha BSC,28
Arne Friedrich,Abwehr,27,Hertha BSC,74
Gilberto,Abwehr,30,Hertha BSC,91
Robert Müller,Abwehr,19,Hertha BSC,1
Christopher Samba,Abwehr,22,Hertha BSC,8
Christopher Schorch,Abwehr,17,Hertha BSC,2
Josip Simunic,Abwehr,28,Hertha BSC,13
Dick Burik van,Abwehr,32,Hertha BSC,81
Amadeus Wallschläger,Abwehr,20,Hertha BSC,1
Yildiray Bastürk,Mittelfeld,27,Hertha BSC,17
Ellery Cairo,Mittelfeld,27,Hertha BSC,6
Pal Dardai,Mittelfeld,30,Hertha BSC,60
Ashkan Dejagah,Mittelfeld,20,Hertha BSC,23
Patrick Ebert,Mittelfeld,19,Hertha BSC,29
Mineiro,Mittelfeld,30,Hertha BSC,-1
Christian Müller,Mittelfeld,22,Hertha BSC,-1
Andreas Neuendorf,Mittelfeld,31,Hertha BSC,12
Andreas Schmidt,Mittelfeld,32,Hertha BSC,20
Kevin-Prince Boateng,Sturm,19,Hertha BSC,44
Chinedu Ede,Sturm,19,Hertha BSC,23
Christian Gimenez,Sturm,31,Hertha BSC,58
Srdjan Lakic,Sturm,22,Hertha BSC,1
