Christian Fiedler,Tor,29,Hertha BSC,156
Malik Fathi,Abwehr,20,Hertha BSC,48
Arne Friedrich,Abwehr,25,Hertha BSC,110
Gilberto,Abwehr,28,Hertha BSC,83
Michael Hartmann,Abwehr,30,Hertha BSC,10
Alexander Madlung,Abwehr,22,Hertha BSC,64
Josip Simunic,Abwehr,26,Hertha BSC,116
Dick Burik van,Abwehr,30,Hertha BSC,52
Yildiray Bastürk,Mittelfeld,25,Hertha BSC,95
Pal Dardai,Mittelfeld,28,Hertha BSC,9
Ashkan Dejagah,Mittelfeld,18,Hertha BSC,1
Niko Kovac,Mittelfeld,32,Hertha BSC,98
Marcelinho,Mittelfeld,29,Hertha BSC,195
Thorben Marx,Mittelfeld,23,Hertha BSC,44
Christian Müller,Mittelfeld,20,Hertha BSC,26
Andreas Neuendorf,Mittelfeld,29,Hertha BSC,28
Sejad Salihovic,Mittelfeld,19,Hertha BSC,7
Oliver Schröder,Mittelfeld,24,Hertha BSC,11
Fredi Bobic,Sturm,32,Hertha BSC,12
Nando Rafael,Sturm,20,Hertha BSC,32
Giuseppe Reina,Sturm,32,Hertha BSC,21
Artur Wichniarek,Sturm,27,Hertha BSC,-1
Mathias Hain,Tor,31,Arminia Bielefeld,140
Daniel Bogusz,Abwehr,29,Arminia Bielefeld,5
Klodian Duro,Abwehr,26,Arminia Bielefeld,2
Petr Gabriel,Abwehr,31,Arminia Bielefeld,82
Finn Holsing,Abwehr,20,Arminia Bielefeld,-1
Matthias Langkamp,Abwehr,20,Arminia Bielefeld,21
Benjamin Lense,Abwehr,25,Arminia Bielefeld,30
Borges Marcio,Abwehr,31,Arminia Bielefeld,47
Patrick Owomoyela,Abwehr,24,Arminia Bielefeld,74
Bernd Rauw,Abwehr,24,Arminia Bielefeld,8
Markus Schuler,Abwehr,27,Arminia Bielefeld,23
Tomasz Wisio,Abwehr,22,Arminia Bielefeld,-2
Delron Buckley,Mittelfeld,26,Arminia Bielefeld,117
Detlev Dammeier,Mittelfeld,35,Arminia Bielefeld,34
Leon Diego,Mittelfeld,20,Arminia Bielefeld,-3
Michael Fink,Mittelfeld,22,Arminia Bielefeld,4
Henning Grieneisen,Mittelfeld,19,Arminia Bielefeld,1
Rüdiger Kauf,Mittelfeld,29,Arminia Bielefeld,91
Roberto Pinto,Mittelfeld,25,Arminia Bielefeld,-2
Massimilian Porcello,Mittelfeld,24,Arminia Bielefeld,49
Ervin Skela,Mittelfeld,27,Arminia Bielefeld,41
Vanco Trajanov,Mittelfeld,25,Arminia Bielefeld,1
Isaac Boakye,Sturm,22,Arminia Bielefeld,7
Ferhat Cerci,Sturm,22,Arminia Bielefeld,1
Radomir Djalovic,Sturm,21,Arminia Bielefeld,13
Marco Küntzel,Sturm,28,Arminia Bielefeld,2
Marijo Maric,Sturm,27,Arminia Bielefeld,1
Claudiu Raducanu,Sturm,27,Arminia Bielefeld,3
Fatmir Vata,Sturm,32,Arminia Bielefeld,72
Peter Skov-Jensen,Tor,33,VfL Bochum,10
Rein Duijnhoven van,Tor,36,VfL Bochum,108
Christian Vander,Tor,23,VfL Bochum,8
Michael Bemben,Abwehr,28,VfL Bochum,-1
Philipp Bönig,Abwehr,24,VfL Bochum,-17
Sören Colding,Abwehr,31,VfL Bochum,-10
Fatih,Abwehr,26,VfL Bochum,2
Raymond Kalla,Abwehr,29,VfL Bochum,37
Aleksander Knavs,Abwehr,28,VfL Bochum,16
Marcel Maltritz,Abwehr,25,VfL Bochum,25
Marvin Matip,Abwehr,18,VfL Bochum,-2
Martin Meichelbeck,Abwehr,27,VfL Bochum,26
Alexander Thamm,Abwehr,21,VfL Bochum,1
Dennis Grote,Mittelfeld,17,VfL Bochum,5
Thordur Gudjonsson,Mittelfeld,30,VfL Bochum,4
Gaetano Manno,Mittelfeld,22,VfL Bochum,2
Zvjezdan Misimovic,Mittelfeld,22,VfL Bochum,52
Christoph Preuß,Mittelfeld,23,VfL Bochum,27
Filip Tapalovic,Mittelfeld,27,VfL Bochum,11
Filip Trojan,Mittelfeld,21,VfL Bochum,10
Dariusz Wosz,Mittelfeld,35,VfL Bochum,54
Thomas Zdebel,Mittelfeld,31,VfL Bochum,40
Tommy Bechmann,Sturm,22,VfL Bochum,15
Mamadou Diabang,Sturm,25,VfL Bochum,11
Edu,Sturm,22,VfL Bochum,51
Vratislav Lokvenc,Sturm,30,VfL Bochum,51
Peter Madsen,Sturm,26,VfL Bochum,9
Andreas Reinke,Tor,35,Werder Bremen,148
