Oscar Wendt,Abwehr,33,Bor. Mönchengladbach
Laszlo Benes,Mittelfeld,21,Bor. Mönchengladbach
Michael Cuisance,Mittelfeld,19,Bor. Mönchengladbach
Jonas Hofmann,Mittelfeld,27,Bor. Mönchengladbach
Fabian Johnson,Mittelfeld,31,Bor. Mönchengladbach
Christoph Kramer,Mittelfeld,28,Bor. Mönchengladbach
Torben Müsel,Mittelfeld,20,Bor. Mönchengladbach
Florian Neuhaus,Mittelfeld,22,Bor. Mönchengladbach
Lars Stindl,Mittelfeld,30,Bor. Mönchengladbach
Tobias Strobl,Mittelfeld,29,Bor. Mönchengladbach
Denis Zakaria,Mittelfeld,22,Bor. Mönchengladbach
Keanan Bennetts,Sturm,20,Bor. Mönchengladbach
Breel Embolo,Sturm,22,Bor. Mönchengladbach
Patrick Herrmann,Sturm,28,Bor. Mönchengladbach
Alassane Plea,Sturm,26,Bor. Mönchengladbach
Raffael,Sturm,34,Bor. Mönchengladbach
Ibrahima Traoré,Sturm,31,Bor. Mönchengladbach
Julio Villalba,Sturm,20,Bor. Mönchengladbach
Christian Früchtl,Tor,19,Bayern München
Ron-Thorben Hoffmann,Tor,20,Bayern München
Manuel Neuer,Tor,33,Bayern München
Sven Ulreich,Tor,30,Bayern München
David Alaba,Abwehr,27,Bayern München
Jerome Boateng,Abwehr,30,Bayern München
Lucas Hernandez,Abwehr,23,Bayern München
Joshua Kimmich,Abwehr,24,Bayern München
Benjamin Pavard,Abwehr,23,Bayern München
Niklas Süle,Abwehr,23,Bayern München
Kingsley Coman,Mittelfeld,23,Bayern München
Alphonso Davies,Mittelfeld,18,Bayern München
Serge Gnabry,Mittelfeld,24,Bayern München
Leon Goretzka,Mittelfeld,24,Bayern München
Javi Martinez,Mittelfeld,30,Bayern München
Thomas Müller,Mittelfeld,29,Bayern München
Renato Sanches,Mittelfeld,21,Bayern München
Thiago,Mittelfeld,28,Bayern München
Corentin Tolisso,Mittelfeld,24,Bayern München
Fiete Arp,Sturm,19,Bayern München
Robert Lewandowski,Sturm,30,Bayern München
Leon Brüggemeier,Tor,21,SC Paderborn 07
Jannik Huth,Tor,25,SC Paderborn 07
Michael Ratajczak,Tor,37,SC Paderborn 07
Leopold Zingerle,Tor,25,SC Paderborn 07
Jamilu Collins,Abwehr,24,SC Paderborn 07
Mohamed Dräger,Abwehr,23,SC Paderborn 07
Gerrit Holtmann,Abwehr,24,SC Paderborn 07
Uwe Hünemeier,Abwehr,33,SC Paderborn 07
Laurent Jans,Abwehr,26,SC Paderborn 07
Luca Kilian,Abwehr,19,SC Paderborn 07
Justin Reineke,Abwehr,19,SC Paderborn 07
Jan-Luca Rumpf,Abwehr,20,SC Paderborn 07
Sebastian Schonlau,Abwehr,24,SC Paderborn 07
Christian Strohdiek,Abwehr,31,SC Paderborn 07
Philimon Tawiah,Abwehr,20,SC Paderborn 07
Christopher Antwi-Adjei,Mittelfeld,25,SC Paderborn 07
Gianni Azzinnari,Mittelfeld,18,SC Paderborn 07
Johannes Dörfler,Mittelfeld,22,SC Paderborn 07
Klaus Gjasula,Mittelfeld,29,SC Paderborn 07
Marcel Hilßner,Mittelfeld,24,SC Paderborn 07
Rifet Kapic,Mittelfeld,24,SC Paderborn 07
Cauly Souza Oliveira,Mittelfeld,23,SC Paderborn 07
Kai Pröger,Mittelfeld,27,SC Paderborn 07
Marlon Ritter,Mittelfeld,24,SC Paderborn 07
Tobias Schwede,Mittelfeld,25,SC Paderborn 07
Sebastian Vasiliadis,Mittelfeld,21,SC Paderborn 07
Babacar Gueye,Sturm,24,SC Paderborn 07
Streli Mamba,Sturm,25,SC Paderborn 07
Sven Michel,Sturm,29,SC Paderborn 07
Khiry Shelton,Sturm,26,SC Paderborn 07
Ben Zolinski,Sturm,27,SC Paderborn 07
Michael Langer,Tor,34,FC Schalke 04
Alexander Nübel,Tor,22,FC Schalke 04
Markus Schubert,Tor,21,FC Schalke 04
Jonas Carls,Abwehr,22,FC Schalke 04
Pablo Insua,Abwehr,25,FC Schalke 04
Ozan Kabak,Abwehr,19,FC Schalke 04
Jonjoe Kenny,Abwehr,22,FC Schalke 04
Hamza Mendyl,Abwehr,21,FC Schalke 04
Matija Nastasic,Abwehr,26,FC Schalke 04
Bastian Oczipka,Abwehr,30,FC Schalke 04
Salif Sané,Abwehr,28,FC Schalke 04
Nabil Bentaleb,Mittelfeld,24,FC Schalke 04
Nassim Boujellab,Mittelfeld,20,FC Schalke 04
Daniel Caligiuri,Mittelfeld,31,FC Schalke 04
Amine Harit,Mittelfeld,22,FC Schalke 04
Yevhen Konoplyanka,Mittelfeld,29,FC Schalke 04
