Sebastian Mielitz,Tor,21,Werder Bremen,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0
Tim Wiese,Tor,28,Werder Bremen,0,0,10,0,0,4,4,2,0,0,2,4,4,6,8,2,2,2,0,-10,0,0,0,-2,0,2,2,2,10,4,4,4,2,2
Leon Balogun,Abwehr,22,Werder Bremen,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Boenisch,Abwehr,23,Werder Bremen,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per Mertesacker,Abwehr,25,Werder Bremen,-4,2,0,0,0,4,0,2,-4,-6,-2,2,-6,4,6,2,-6,6,-10,7,-2,7,-10,2,2,0,2,2,2,2,-2,4,2,0
Petri Pasanen,Abwehr,29,Werder Bremen,-8,0,6,-4,-4,0,-2,0,0,0,0,-2,-10,0,-2,-6,0,0,-4,-2,-6,0,0,0,-2,0,-2,-2,-4,6,-2,0,6,-4
Sebastian Prödl,Abwehr,23,Werder Bremen,-6,2,2,-2,-7,-6,2,4,-6,-8,-4,0,-8,2,0,4,-4,0,0,-3,-2,-2,-6,5,3,-2,0,0,0,0,0,0,0,0
Dominik Schmidt,Abwehr,23,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,0,0,0,0,0,-6,-2,0,0,0,0,0,0,0,0,-2,-4
Mikael Silvestre,Abwehr,32,Werder Bremen,0,0,-4,-10,-10,-4,-6,-6,-6,-8,-10,2,0,0,0,0,0,4,-6,-4,-2,-1,-6,2,0,2,-2,2,1,-2,-2,-4,9,0
Onur Ayik,Mittelfeld,20,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp Bargfrede,Mittelfeld,21,Werder Bremen,-6,2,2,0,-6,-2,0,0,0,-6,0,0,-9,0,-2,-2,-6,0,-8,2,-6,0,-4,-4,0,2,0,0,0,0,5,-2,-1,-2
Tim Borowski,Mittelfeld,30,Werder Bremen,-4,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,-2,2,-4,2,0,0,0,0
Torsten Frings,Mittelfeld,33,Werder Bremen,0,8,-2,-6,4,6,0,2,2,-2,-2,4,-6,4,0,0,-6,10,-10,-2,-2,2,-4,0,4,2,6,10,2,4,5,4,2,4
Clemens Fritz,Mittelfeld,29,Werder Bremen,0,5,0,-4,-2,0,0,0,0,0,0,0,-6,7,2,0,-2,2,-8,-6,-6,2,-2,2,0,2,-2,-2,2,2,0,2,-2,-4
Aaron Hunt,Mittelfeld,23,Werder Bremen,-6,0,0,-6,-8,-3,5,8,4,-6,-6,-2,-10,2,-2,2,4,2,-6,-4,-6,-4,-8,-1,0,0,0,0,0,0,0,0,0,0
Said Husejinovic,Mittelfeld,22,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Jensen,Mittelfeld,31,Werder Bremen,0,0,0,0,0,0,4,0,0,-6,-4,-2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Kroos,Mittelfeld,19,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko Marin,Mittelfeld,21,Werder Bremen,-4,3,6,-4,-4,3,8,-2,12,1,-2,0,-6,3,-2,0,-1,0,2,-6,0,2,-8,-2,11,0,-6,2,-2,2,3,-2,4,8
Predrag Stevanovic,Mittelfeld,19,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
Florian Trinks,Mittelfeld,18,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6
Wesley,Mittelfeld,23,Werder Bremen,0,0,0,0,-6,7,0,4,11,-4,-4,6,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,-2,-2,-2,-2,-4
Marko Arnautovic,Sturm,21,Werder Bremen,-2,17,2,-6,0,0,-6,-6,-4,-6,0,0,0,0,-2,0,-6,3,-8,0,-6,-2,-10,0,1,2,0,0,0,0,0,-10,0,5
Denni Avdic,Sturm,21,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0
Almeida Hugo,Sturm,26,Werder Bremen,0,5,0,-6,0,12,9,3,0,0,0,0,-6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
