Mohamed Amsif,Tor,24,FC Augsburg,4,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marwin Hitz,Tor,25,FC Augsburg,0,0,4,4,0,0,0,0,0,0,4,4,0,6,4,2,2,0,0,0,0,0,0,0,0,2,-6,2,4,-6,6,6,8,2
Alexander Manninger,Tor,36,FC Augsburg,0,0,0,0,-2,-6,0,0,-4,2,0,0,0,0,0,0,0,0,-6,-2,4,2,2,6,-6,0,0,0,0,0,0,0,0,0
Jan-Ingwer Callsen-Bracker,Abwehr,28,FC Augsburg,0,2,9,0,0,0,0,0,0,2,-2,-2,-2,2,2,2,-2,2,4,2,4,0,0,0,2,4,-4,0,2,0,-2,6,2,-2
Marcel Jong de,Abwehr,26,FC Augsburg,0,0,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeong-Ho Hong,Abwehr,23,FC Augsburg,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,0
Ragnar Klavan,Abwehr,27,FC Augsburg,-2,2,2,2,-2,-4,-4,-6,0,0,4,0,6,2,6,2,-2,-2,2,2,-2,6,11,0,0,0,-6,0,0,0,-4,0,2,9
Matthias Ostrzolek,Abwehr,23,FC Augsburg,-6,0,-2,-6,3,-2,0,-1,-1,0,0,-2,5,0,2,3,-2,-6,4,6,2,0,0,-2,4,-2,0,-2,2,0,-6,-2,0,3
Ronny Philp,Abwehr,24,FC Augsburg,0,0,0,0,0,0,0,0,0,-2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,-2,0,0,0,0,0
Dominik Reinhardt,Abwehr,28,FC Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Verhaegh,Abwehr,29,FC Augsburg,-6,0,5,-2,-2,5,0,-2,2,0,2,-6,5,-2,2,9,-2,2,2,2,-2,10,0,0,0,0,0,-2,2,-2,2,1,2,2
Kevin Vogt,Abwehr,21,FC Augsburg,0,0,0,5,0,0,0,-2,0,-4,2,-4,4,-2,2,3,0,2,4,0,0,0,4,2,0,0,2,-2,0,0,0,0,0,2
Daniel Baier,Mittelfeld,29,FC Augsburg,0,6,0,4,4,2,-2,2,2,6,3,-2,2,0,4,2,2,4,6,2,0,2,-2,4,2,2,2,0,7,2,0,6,4,4
Alexander Esswein,Mittelfeld,23,FC Augsburg,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,4,2,2,-6,0,0
André Hahn,Mittelfeld,22,FC Augsburg,-2,2,2,4,-2,-2,11,-4,0,8,14,-4,0,0,2,16,-2,6,11,16,2,7,2,6,-2,-4,2,-6,0,-2,-6,7,1,8
Raphael Holzhauser,Mittelfeld,20,FC Augsburg,0,-4,7,2,2,-4,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
Dominik Kohr,Mittelfeld,19,FC Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-2,0,0,0,0,-8,0,0,-2,0
Jan Moravek,Mittelfeld,23,FC Augsburg,-2,2,0,-4,1,0,0,0,-2,-6,0,-6,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Thommy,Mittelfeld,18,FC Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panagiotis Vlachodimos,Mittelfeld,21,FC Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Werner,Mittelfeld,28,FC Augsburg,0,0,0,1,4,-4,5,0,6,5,1,-6,0,-2,2,4,-2,-2,8,13,0,8,3,10,8,6,8,-2,0,0,-6,0,-4,3
Halil Altintop,Sturm,30,FC Augsburg,-2,0,7,-2,5,-6,2,0,0,-4,-2,-6,12,-6,3,11,-2,-2,9,7,0,11,2,7,0,-1,2,-4,-2,-2,-2,12,-2,0
Raul Bobadilla,Sturm,26,FC Augsburg,0,-2,0,0,0,0,0,0,0,0,0,0,0,-6,9,-2,5,-4,0,0,0,0,0,-6,1,-6,-6,-6,0,0,0,0,3,2
Mathias Fetsch,Sturm,24,FC Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dong-Won Ji,Sturm,22,FC Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-2,0,-4,0,0,0,0,0,0,0,0,0,0,0
Arkadiusz Milik,Sturm,19,FC Augsburg,0,0,0,0,0,0,3,0,0,0,0,-6,0,-6,0,0,0,-2,-2,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0
Sascha Mölders,Sturm,28,FC Augsburg,-2,-2,-6,-6,0,-2,0,5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-4,-2,-2,0
Marius Gersbeck,Tor,18,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rune Jarstein,Tor,28,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Thomas Kraft,Tor,25,Hertha BSC,6,2,6,0,4,2,4,2,4,-6,-2,6,4,4,2,0,0,0,2,6,2,0,6,8,2,2,2,0,4,2,2,4,2,4
Anthony John Brooks,Abwehr,20,Hertha BSC,11,0,0,-6,4,0,0,0,0,0,0,0,0,0,2,-8,0,0,0,0,0,0,0,0,0,-4,0,0,-6,0,0,11,0,-4
Fabian Holland,Abwehr,23,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0
Christoph Janker,Abwehr,28,Hertha BSC,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0
Levan Kobiashvili,Abwehr,36,Hertha BSC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,2,0,9,2,2,-6,0,-4,-6,0,-6,0,0,0,-2
Sebastian Langkamp,Abwehr,25,Hertha BSC,4,-2,2,-2,0,0,4,2,4,0,-2,-2,-2,0,0,0,0,2,-2,6,-2,2,2,4,0,-2,0,0,0,-4,2,2,2,-2
Fabian Lustenberger,Abwehr,25,Hertha BSC,2,4,2,2,0,2,-2,0,2,-2,2,4,2,2,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Pekarik,Abwehr,26,Hertha BSC,0,1,2,-2,0,0,0,-2,0,-2,0,5,-2,0,0,3,2,-2,-2,4,-6,0,0,-2,0,-2,-2,0,-2,0,0,0,0,-4
Nico Schulz,Abwehr,20,Hertha BSC,0,0,3,-4,0,0,0,2,0,4,0,0,0,0,2,0,2,-6,-2,0,0,-6,0,0,-6,0,0,-6,0,-4,0,0,0,-4
Johannes Bergh den van,Abwehr,26,Hertha BSC,4,0,0,0,2,-2,2,2,4,0,-2,0,0,-4,2,0,0,0,-8,5,0,-4,-4,0,0,-6,-6,0,0,-8,-2,0,-4,-6
Alexander Baumjohann,Mittelfeld,26,Hertha BSC,8,3,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,5,0,0
Änis Ben-Hatira,Mittelfeld,25,Hertha BSC,7,2,0,-2,2,0,13,0,-4,8,2,6,-4,-4,0,0,0,0,0,0,0,0,-6,0,0,-6,0,-2,-2,-6,0,0,0,0
Tolga Cigerci,Mittelfeld,21,Hertha BSC,0,0,0,0,-2,0,-6,0,0,4,-4,0,4,-4,8,4,0,0,0,9,0,1,-6,0,0,0,0,-2,0,-1,0,2,0,0
Hajime Hosogai,Mittelfeld,27,Hertha BSC,11,2,0,2,4,0,0,-2,0,2,0,4,0,2,2,0,6,-2,-2,6,0,2,0,2,-2,-2,-2,0,-2,-2,2,0,-6,-6
Peer Kluge,Mittelfeld,32,Hertha BSC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hany Mukhtar,Mittelfeld,18,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,-2,-6
Marcel Ndjeng,Mittelfeld,31,Hertha BSC,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,-4,-2,-6,-2,0,0,0,-2,0,0,0,0,0,2
Peter Niemeyer,Mittelfeld,29,Hertha BSC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-2,-4,0,0,0,0,0,0,0,-2
