Christian Fiedler,Tor,29,Hertha BSC,0,2,2,4,4,4,4,2,2,6,-2,2,-6,2,2,6,2,4,4,6,2,2,4,4,2,2,6,2,6,2,0,-2,4,4
Malik Fathi,Abwehr,20,Hertha BSC,0,0,0,-2,0,-4,2,-2,-2,0,2,2,-4,0,2,2,4,0,0,2,0,2,0,0,0,-2,0,-6,2,0,-2,0,0,-2
Arne Friedrich,Abwehr,25,Hertha BSC,0,4,0,0,0,0,2,1,-4,0,9,0,0,0,0,2,3,-2,2,2,0,0,0,0,2,3,7,5,3,2,3,12,2,2
Gilberto,Abwehr,28,Hertha BSC,7,4,3,-4,-6,-2,2,7,2,-6,11,-6,2,-2,2,0,-2,5,-2,6,2,-4,18,-6,2,0,-2,-4,-2,2,-6,-2,0,-2
Michael Hartmann,Abwehr,30,Hertha BSC,-2,0,-4,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-4,-4,2,-2,-1,7,-2,5,-6,3,-6,0,-2
Alexander Madlung,Abwehr,22,Hertha BSC,0,-2,0,2,0,0,0,0,0,-4,-3,11,0,2,2,9,4,0,0,0,2,0,0,5,0,0,-4,-2,0,0,0,5,0,0
Josip Simunic,Abwehr,26,Hertha BSC,4,2,-2,0,4,2,2,4,-4,0,0,2,2,2,6,4,0,2,4,2,2,0,2,2,-2,2,-6,0,8,4,2,2,2,2
Dick Burik van,Abwehr,30,Hertha BSC,0,2,-2,0,2,0,2,2,-2,-4,-2,0,0,0,0,0,0,-2,2,2,2,0,0,2,-6,0,0,-2,2,2,-4,2,2,2
Yildiray Bastürk,Mittelfeld,25,Hertha BSC,0,0,0,0,0,0,0,2,2,-4,4,-6,0,-6,2,14,0,2,2,15,8,-2,-7,0,0,6,0,-2,-4,14,4,0,4,-2
Pal Dardai,Mittelfeld,28,Hertha BSC,-2,3,0,0,0,0,0,0,0,-2,0,0,0,-2,-4,2,0,0,0,0,-4,0,0,0,0,0,0,0,0,-2,-4,0,0,0
Ashkan Dejagah,Mittelfeld,18,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niko Kovac,Mittelfeld,32,Hertha BSC,0,0,-2,-4,2,2,8,2,2,0,2,0,6,2,2,0,4,0,0,2,4,-2,0,-4,0,0,2,4,2,4,0,0,0,0
Marcelinho,Mittelfeld,29,Hertha BSC,9,8,-6,0,-4,3,3,8,2,-2,8,-1,13,4,22,12,-2,-2,0,0,0,2,12,-6,16,-4,0,15,12,17,-6,4,-2,-4
Thorben Marx,Mittelfeld,23,Hertha BSC,0,0,-4,0,-4,0,-2,10,-6,-4,0,0,0,0,5,3,-2,2,0,0,0,2,-2,-2,2,14,-4,-2,-2,2,-6,-6,0,0
Christian Müller,Mittelfeld,20,Hertha BSC,0,0,0,0,0,6,10,0,0,0,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Neuendorf,Mittelfeld,29,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,0,6,-3,0,0,-4,11,-2,0,0,0,0,-6,0,0,-2
Sejad Salihovic,Mittelfeld,19,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0
Oliver Schröder,Mittelfeld,24,Hertha BSC,2,0,-4,0,-2,-6,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Fredi Bobic,Sturm,32,Hertha BSC,-2,-6,3,0,-6,-2,0,6,-2,2,0,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,-6,-4,0,0,0,0,0,0
Nando Rafael,Sturm,20,Hertha BSC,0,0,0,-6,-7,0,0,0,0,0,7,-4,8,-4,-2,5,7,3,-4,-2,-2,0,0,0,-1,-6,-6,0,0,10,-4,-4,0,-4
Giuseppe Reina,Sturm,32,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,-2,0,-2,0,5,-2,0,0,-2,0,0,0,0,0,0,0
Artur Wichniarek,Sturm,27,Hertha BSC,0,-4,-4,0,0,0,0,0,-4,-6,0,0,0,0,0,0,0,0,0,0,3,-6,-2,0,-6,0,0,0,0,0,0,6,-6,-4
Mathias Hain,Tor,31,Arminia Bielefeld,4,4,-6,2,-2,2,4,8,4,2,0,6,-2,4,6,2,-6,2,6,2,2,8,4,-4,0,-2,4,6,2,2,2,8,-4,2
Daniel Bogusz,Abwehr,29,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,0,0,-6,0,-2
Klodian Duro,Abwehr,26,Arminia Bielefeld,0,1,0,0,0,0,0,0,0,-2,0,0,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-6,1,0,-6,0,0
Petr Gabriel,Abwehr,31,Arminia Bielefeld,0,2,-2,-4,-2,2,-2,8,6,-2,2,4,-1,6,0,4,-8,-2,-6,4,2,4,6,2,-2,-2,4,-6,2,7,-6,0,0,0
Finn Holsing,Abwehr,20,Arminia Bielefeld,0,0,0,0,0,0,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthias Langkamp,Abwehr,20,Arminia Bielefeld,0,-2,0,0,4,6,0,2,4,-4,0,-2,0,0,-2,-4,-6,-2,-2,0,0,0,-4,2,0,0,0,0,0,0,-4,0,-2,-6
Benjamin Lense,Abwehr,25,Arminia Bielefeld,0,-4,-2,0,-2,0,0,0,-2,-4,-2,2,0,2,-2,4,-10,0,0,0,4,2,0,0,-6,-4,0,0,5,0,0,2,0,0
Borges Marcio,Abwehr,31,Arminia Bielefeld,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,7,4,0,-2,-2,-4,4,-6,-2,0,-2,0,0,2
Patrick Owomoyela,Abwehr,24,Arminia Bielefeld,2,-2,-1,-6,-2,7,2,11,-2,3,-2,2,11,6,0,11,-6,0,-2,0,0,-4,7,-6,-2,-4,0,0,0,0,-2,-4,1,-4
Bernd Rauw,Abwehr,24,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0
Markus Schuler,Abwehr,27,Arminia Bielefeld,-2,-2,-2,-4,-2,0,0,-2,-2,-2,2,2,3,-2,-2,0,-6,0,0,0,0,0,2,-2,0,-4,2,-6,0,0,0,0,0,0
Tomasz Wisio,Abwehr,22,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delron Buckley,Mittelfeld,26,Arminia Bielefeld,-2,6,4,-6,4,3,-2,10,10,8,4,8,14,8,-4,-2,-6,-6,-6,4,16,-2,10,-4,6,-6,-2,-6,-2,0,0,0,0,0
Detlev Dammeier,Mittelfeld,35,Arminia Bielefeld,0,-2,2,-6,-2,3,-2,2,0,-2,0,0,2,-2,-4,0,-6,-2,2,0,4,2,-2,2,-4,-4,0,0,-2,-2,-4,0,-2,-2
Leon Diego,Mittelfeld,20,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-6,0,0,0,0,0,0,-6,0,0,0
Michael Fink,Mittelfeld,22,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,-6,0,0,0
Henning Grieneisen,Mittelfeld,19,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rüdiger Kauf,Mittelfeld,29,Arminia Bielefeld,2,0,2,0,-2,2,-2,2,2,-2,2,2,2,0,8,0,0,0,0,0,7,0,4,0,0,-2,2,0,2,-2,0,0,2,-2
Roberto Pinto,Mittelfeld,25,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,4,0,0,0,-6,-6,0,0,0,0,-2,-4
Massimilian Porcello,Mittelfeld,24,Arminia Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,-4,4,-1,10,-4,-6,0,0,22,-6,0,0,0
Ervin Skela,Mittelfeld,27,Arminia Bielefeld,0,-2,4,0,-4,0,-2,3,-2,0,7,6,4,2,0,5,-4,-2,-6,-4,0,0,-3,-6,0,0,7,-2,-2,-6,0,-4,-4,-4
